symbol
NTPC
KIMS
IGL
TVSMOTOR
RECLTD
PRESTIGE
HINDPETRO
APLLTD
TATAPOWER
TORNTPOWER
POWERGRID
ERIS
CIPLA
BDL
REDINGTON
HAVELLS
JIOFIN
PATANJALI
SONATSOFTW
UTIAMC
CONCOR
PIIND
ALKEM
JSWSTEEL
INDUSTOWER
LAURUSLABS
TATACOMM
NATCOPHARM
GRAVITA
GRANULES
SUNPHARMA
ONGC
CRAFTSMAN
CHOICEIN
TIINDIA
OBEROIRLTY
RVNL
ASIANPAINT
SUNDRMFAST
MOTHERSON
CASTROLIND
KOTAKBANK
IOC
LINDEINDIA
CGPOWER
PIDILITIND
RAMCOCEM
HINDALCO
LICHSGFIN
MARUTI
IRCON
NSLNISP
AIIL
PFIZER
JSWENERGY
GODFRYPHLP
BASF
HFCL
OIL
KALYANKJIL
IFCI
NUVOCO
LLOYDSME
BBTC
DRREDDY
POONAWALLA
TTML
MAHSEAMLES
IRCTC
ETERNAL
JUBLINGREA
FACT
AMBUJACEM
ASHOKLEY
PTCIL
POLYMED
BAJAJHFL
DLF
SRF
LT
HINDUNILVR
SBICARD
GUJGASLTD
RHIM
PAGEIND
HDFCBANK
BAJAJ-AUTO
SAMMAANCAP
TRIDENT
COROMANDEL
SCHAEFFLER
NCC
NYKAA
LALPATHLAB
DATAPATTNS
AEGISLOG
PPLPHARMA
AEGISVOPAK
RKFORGE
PGHH
VIJAYA
VBL
ADANIGREEN
PVRINOX
TITAN
BHARATFORG
SHREECEM
ADANIENSOL
CUB
360ONE
AGARWALEYE
APTUS
INTELLECT
JPPOWER
NESTLEIND
LTFOODS
AFCONS
BRIGADE
DALBHARAT
ANANTRAJ
NIACL
ZENSARTECH
DEEPAKFERT
EIHOTEL
COLPAL
TATATECH
ITI
AXISBANK
SUPREMEIND
DABUR
CROMPTON
NUVAMA
HONAUT
PRAJIND
VENTIVE
KPITTECH
MARICO
CANFINHOME
NH
HOMEFIRST
RAILTEL
LODHA
GRSE
SWIGGY
HEROMOTOCO
ULTRACEMCO
AWL
TMPV
FINCABLES
JYOTHYLAB
NEWGEN
ASTRAL
ABSLAMC
TCS
EMCURE
BOSCHLTD
JBMA
RITES
CUMMINSIND
INOXWIND
CGCL
SBIN
CESC
BALKRISIND
SUMICHEM
CONCORDBIO
MMTC
POLYCAB
UNOMINDA
EXIDEIND
DEEPAKNTR
NTPCGREEN
ITC
WHIRLPOOL
INDHOTEL
SYNGENE
GLAXO
KPIL
ZEEL
ATGL
NLCINDIA
HSCL
IRB
ALOKINDS
MANAPPURAM
ELECON
PERSISTENT
MANYAVAR
JSWINFRA
SKFINDIA
OLECTRA
ADANIPOWER
3MINDIA
KPRMILL
HCLTECH
RRKABEL
JKCEMENT
ZENTEC
GODREJIND
RELIANCE
CHAMBLFERT
ONESOURCE
PNBHOUSING
JINDALSAW
ELGIEQUIP
TITAGARH
ARE&M
HAPPSTMNDS
MAHSCOOTER
ZFCVINDIA
CHALET
HYUNDAI
BIKAJI
JUBLFOOD
SUNDARMFIN
TATAELXSI
TRENT
JWL
INDIAMART
COFORGE
LTTS
TEJASNET
BIOCON
WOCKPHARMA
MGL
LTIM
WIPRO
SJVN
GODREJCP
JYOTICNC
MEDANTA
SIGNATURE
INDGN
ATUL
AARTIIND
MPHASIS
ITCHOTELS
AADHARHFC
FLUOROCHEM
DIXON
TATACHEM
HEG
ACMESOLAR
INDIGO
ABLBL
AFFLE
UBL
AUROPHARMA
NHPC
OFSS
DMART
TIMKEN
KAJARIACER
BLUESTARCO
KSB
CENTURYPLY
BLS
ESCORTS
EIDPARRY
NAM-INDIA
KAYNES
EMAMILTD
SIEMENS
CRISIL
JMFINANCIL
HONASA
AIAENG
GLAND
MANKIND
APOLLOHOSP
NAVINFLUOR
APARINDS
ALKYLAMINE
TRITURBINE
ASTRAZEN
TECHM
AJANTPHARM
AAVAS
GSPL
TATACONSUM
BLUEDART
TARIL
LEMONTREE
THERMAX
ABREL
SCHNEIDER
IGIL
BERGEPAINT
MSUMI
PCBL
AKUMS
ABBOTINDIA
CYIENT
GRAPHITE
INOXINDIA
FIRSTCRY
GODREJPROP
DELHIVERY
COHANCE
VGUARD
GILLETTE
PFC
OLAELEC
DOMS
METROPOLIS
KIRLOSENG
INDIACEM
WAAREEENER
BALRAMCHIN
SAPPHIRE
CERA
BAYERCROP
CAPLIPOINT
FSL
JUBLPHARMA
KEC
BHARTIHEXA
SUZLON
PGEL
BAJAJHLDNG
DIVISLAB
ABB
SAREGAMA
HEXT
BHARTIARTL
ACE
RPOWER
CHOLAHLDNG
NAVA
KIRLOSBROS
CLEAN
GODREJAGRO
RELINFRA
DEVYANI
SAILIFE
ECLERX
AMBER
LATENTVIEW
